,configuration,release,recall,precision,fpr,fscore,gscore,balance,accuracy,error,error_type1,error_type2,mcc,consistency,auc,auc_alberg,auc_roi,necm10,necm25,cost,nofb20,nofc80,bias_train,bias_train_processed,bias_test,ratio_bias,ratio_bias_processed,prop1_defect,prop1_clean,num_train,num_train_processed,num_test,diff,potential
14,2_Kawata15,ant-ivy-2.2.0,0.9459459459459459,0.7291666666666666,0.03987730061349693,0.8235294117647058,0.9529816014962376,0.9525024218306986,0.9586776859504132,0.04132231404958678,0.35135135135135137,0.006134969325153374,0.8092726593012287,0.9398109766207926,0.9679572210247057,0.0686003348999482,0.744872414992829,0.09090909090909091,0.17355371900826447,16606.0,20.0,39.0,0.13725490196078433,0.13725490196078433,0.10192837465564739,0.7426210153482881,0.7426210153482881,30.45945945945946,8.217791411042946,357,357,363,10863.042857142857,extra_large
15,1_AsIs,calcite-1.11.0,0.975,0.060795011691348405,0.9632294164668266,0.11445341159207632,0.07086847458966196,0.31866458012700416,0.09316303531179564,0.9068369646882044,15.0625,0.0015987210231814548,0.01500505857917187,0.9734012789768185,0.7832084332533973,0.010088975057706867,0.69598353346073,0.9203606311044328,0.9429000751314801,150633.0,43.0,354.0,0.06412213740458016,0.06412213740458016,0.06010518407212622,0.9373546563629208,0.9373546563629208,45.8875,42.33013589128697,1310,1310,1331,28051.64457831325,extra_large
16,2_Kawata15,ant-ivy-2.3.0,0.6923076923076923,0.225,0.07077625570776255,0.339622641509434,0.7934582475901657,0.7767469657708675,0.9223946784922394,0.07760532150776053,2.3846153846153846,0.0091324200913242,0.365780816175735,0.6831752722163681,0.9308043554618897,0.008784805634142927,0.6955849006269177,0.1574279379157428,0.29046563192904656,16632.0,5.0,105.0,0.10192837465564739,0.10192837465564739,0.028824833702882482,0.28279499011206327,0.28279499011206327,87.23076923076923,8.833333333333334,363,363,451,5514.75,large
17,1_AsIs,calcite-1.12.0,0.9506172839506173,0.05620437956204379,0.9692653673163418,0.10613370089593384,0.059544129989909364,0.31373692911417095,0.0833922261484099,0.9166077738515901,15.962962962962964,0.0029985007496251873,-0.02468812375809083,0.9476187832009921,0.779813796805301,0.008892947263798174,0.5198053387818478,0.9420494699646643,0.984452296819788,197221.0,24.0,513.0,0.06010518407212622,0.06010518407212622,0.05724381625441696,0.9523939929328622,0.9523939929328622,51.04938271604938,39.95952023988006,1331,1331,1415,602.8379310344826,medium
18,2_Kawata15,ant-ivy-2.4.0,0.35294117647058826,0.6666666666666666,0.006564551422319475,0.46153846153846156,0.5208413001912047,0.5424367724332284,0.9704641350210971,0.029535864978902954,0.17647058823529413,0.024070021881838075,0.47193632450350337,0.32887115458875016,0.825846312266701,0.014869277780226347,0.6953700031725895,0.23839662447257384,0.5864978902953587,6060.0,11.0,97.0,0.028824833702882482,0.028824833702882482,0.035864978902953586,1.2442388834793898,1.2442388834793898,68.0,9.520787746170678,451,451,474,3571.485714285714,large
19,1_AsIs,calcite-1.13.0,0.9245283018867925,0.03970826580226904,0.969721767594108,0.07614607614607614,0.058636135771923906,0.31222958635823383,0.06745098039215686,0.9325490196078431,22.358490566037737,0.0032733224222585926,-0.05113281193871451,0.9212549794645338,0.7924219497884692,0.005266217660186257,0.5527937642575897,0.9607843137254902,1.007843137254902,150207.0,9.0,369.0,0.05724381625441696,0.05724381625441696,0.04156862745098039,0.7261679980634228,0.7261679980634228,82.39622641509433,14.150572831423895,1415,1415,1275,-297.8695652173915,none
20,2_Kawata15,archiva-1.1,0.03125,0.5,0.0022988505747126436,0.058823529411764705,0.06060182922572086,0.31498837702781834,0.9314775160599572,0.06852248394004283,0.03125,0.07126436781609195,0.11200668767663469,-0.04001436781609195,0.7436422413793103,0.010078445315191633,0.6023231138855444,0.6659528907922913,1.6616702355460387,411.0,19.0,438.0,0.01627906976744186,0.01627906976744186,0.06852248394004283,4.20923829917406,4.20923829917406,25.0625,5.577011494252874,430,430,467,1192.142857142857,large
21,1_AsIs,calcite-1.14.0,0.41509433962264153,0.1981981981981982,0.07091633466135458,0.2682926829268293,0.5738188976377954,0.5833804144886638,0.908256880733945,0.09174311926605505,1.679245283018868,0.024701195219123506,0.24351983788206935,0.390393144403518,0.7599639179132527,0.0002610810905445918,0.4906034343926779,0.30504587155963303,0.6605504587155964,79258.0,11.0,536.0,0.04156862745098039,0.04156862745098039,0.040519877675840976,0.9747706422018348,0.9747706422018348,87.52830188679245,14.648605577689244,1275,1275,1308,-449.2600000000002,none
22,2_Kawata15,archiva-1.2,0.4,0.42105263157894735,0.02564102564102564,0.41025641025641024,0.5671641791044776,0.5753486946941505,0.9487750556792873,0.051224944320712694,0.55,0.027972027972027972,0.3836373341029632,0.37202797202797205,0.8815268065268065,0.012673682370757283,0.7406815484600167,0.29175946547884185,0.6926503340757239,6108.0,13.0,52.0,0.06852248394004283,0.06852248394004283,0.044543429844097995,0.6500556792873051,0.6500556792873051,38.5,7.438228438228438,467,467,449,1641.6615384615386,large
23,1_AsIs,calcite-1.15.0,0.4666666666666667,0.19090909090909092,0.06809487375669472,0.2709677419354839,0.6219045187643605,0.6198149422476045,0.9164201183431953,0.08357988165680473,1.9777777777777779,0.018362662586074982,0.26151311296386953,0.4483040040805917,0.7693445549604693,0.00039625058737487385,0.5249657262503689,0.24334319526627218,0.5096153846153846,79887.0,10.0,404.0,0.040519877675840976,0.040519877675840976,0.03328402366863906,0.8214245841241489,0.8214245841241489,104.31111111111112,14.75592960979342,1308,1308,1352,-96.83529411764721,none
24,2_Kawata15,archiva-1.3,0.5625,0.5625,0.016203703703703703,0.5625,0.715755988023952,0.690428675412501,0.96875,0.03125,0.4375,0.016203703703703703,0.5462962962962963,0.5462962962962963,0.8897569444444444,0.01734634826152683,0.7898068321397944,0.171875,0.40625,4131.0,14.0,109.0,0.044543429844097995,0.044543429844097995,0.03571428571428571,0.8017857142857142,0.8017857142857142,52.5,7.423611111111111,449,449,448,7638.15,large
25,1_AsIs,calcite-1.2.0,0.24603174603174602,0.36046511627906974,0.0560081466395112,0.2924528301886792,0.39033169433049897,0.46539498670423485,0.8646209386281588,0.13537906137184116,0.4365079365079365,0.09674134419551934,0.22546227406933259,0.1492904018362267,0.6994997252125562,0.01236785359515399,0.4403452840689094,0.9070397111913358,2.193140794223827,59210.0,27.0,496.0,0.03328402366863906,0.03328402366863906,0.11371841155234658,3.4166064981949456,3.4166064981949456,53.76190476190476,11.740325865580449,1352,1352,1108,-342.891713747646,none
26,2_Kawata15,archiva-2.0.0,0.1111111111111111,0.125,0.015555555555555555,0.11764705882352941,0.1996844714897453,0.3713644012232662,0.9673202614379085,0.032679738562091505,0.7777777777777778,0.017777777777777778,0.10123954600982239,0.09333333333333334,0.8683950617283951,0.0007774787474902814,0.6349283947246557,0.1895424836601307,0.45098039215686275,4505.0,3.0,104.0,0.03571428571428571,0.03571428571428571,0.0196078431372549,0.5490196078431373,0.5490196078431373,125.55555555555556,12.875555555555556,448,448,459,1891.2857142857147,large
27,1_AsIs,calcite-1.3.0,0.26785714285714285,0.2608695652173913,0.0847457627118644,0.2643171806167401,0.4144282425172679,0.47884023200033865,0.8502242152466367,0.14977578475336323,0.7589285714285714,0.08175473579262213,0.18097804549984073,0.18610240706452072,0.6806678179746475,0.007524701779958439,0.41427610420760075,0.8116591928251121,1.9147982062780269,70633.0,14.0,546.0,0.11371841155234658,0.11371841155234658,0.10044843049327354,0.8833084205281514,0.8833084205281514,61.232142857142854,12.40877367896311,1108,1108,1115,-773.8264550264548,none
28,2_Kawata15,archiva-2.1.0,1.0,0.6666666666666666,0.00663716814159292,0.8,0.9966703662597115,0.9953068133992043,0.9934497816593887,0.006550218340611353,0.5,0.0,0.8137824573592163,1.0,0.9985250737463127,0.011453888986296665,0.9624492370776324,0.006550218340611353,0.006550218340611353,4586.0,10.0,9.0,0.0196078431372549,0.0196078431372549,0.013100436681222707,0.6681222707423581,0.6681222707423581,194.5,13.688053097345133,459,459,458,inf,extra_large
29,1_AsIs,calcite-1.4.0,0.24390243902439024,0.2777777777777778,0.07768924302788845,0.25974025974025977,0.385785110194559,0.46254342491903955,0.8482697426796806,0.15173025732031944,0.6341463414634146,0.09262948207171315,0.17607023451904458,0.1512729569526771,0.6766673144819098,0.008496745996360253,0.3936451962568051,0.8944099378881988,2.1322094055013308,70208.0,13.0,631.0,0.10044843049327354,0.10044843049327354,0.10913930789707187,1.0865207884395993,1.0865207884395993,54.45528455284553,12.349601593625499,1115,1115,1127,-667.4334231805929,none
30,1_AsIs,calcite-1.5.0,0.3106796116504854,0.25396825396825395,0.08760484622553588,0.2794759825327511,0.46352452042937564,0.5086563285863319,0.8596938775510204,0.14030612244897958,0.912621359223301,0.06616961789375582,0.20388674673326543,0.2445099937567296,0.6988391136365693,0.006682413116199684,0.40954223113246896,0.6836734693877551,1.5892857142857142,106473.0,19.0,589.0,0.10913930789707187,0.10913930789707187,0.08758503401360544,0.8025067750677507,0.8025067750677507,65.80582524271844,35.30661696178937,1127,1127,1176,-1672.78331332533,none
31,1_AsIs,calcite-1.6.0,1.0,0.09248055315471046,0.9668508287292817,0.16930379746835444,0.06417112299465245,0.31633322260969166,0.11986588432523052,0.8801341156747695,9.813084112149532,0.0,0.05536834561133517,1.0,0.7275606271836974,0.011656400142059318,0.47648367409171516,0.8801341156747695,0.8801341156747695,168881.0,27.0,527.0,0.08758503401360544,0.08758503401360544,0.08968985750209556,1.0240317710918871,1.0240317710918871,64.69158878504673,39.66942909760589,1176,1176,1193,inf,extra_large
